ER-1	ER-2	ER-3	ER-4	ER-5	ER-6	ER-7	ER-8	ER-9	TNBC-1	TNBC-2	TNBC-3	TNBC-4	TNBC-5	TNBC-6	TNBC-7	TNBC-8	TNBC-9	TNBC-10	TNBC-11	TNBC-12	TNBC-13	TNBC-14	TNBC-15	WHIM30-1	WHIM30-2	WHIM30-3	WHIM30-4	WHIM2-1	WHIM2-2	WHIM2-3	
C00010	9.965784285	20.51682537	19.32026599	17.28984762	19.46453044	16.51777135	15.67659986	9.965784285	9.965784285	20.71252876	9.965784285	19.54523734	9.965784285	9.965784285	22.61866103	14.09229433	18.28584398	13.72557502	9.965784285	21.85331227	14.37569382	15.41967964	21.12352839	19.67491641	20.58740318	22.38841792	22.52506503	22.2638677	22.03612657	22.28722617	19.12539707
C05851	21.99568089	24.77695101	24.06807441	23.12054104	23.63629647	24.54722138	23.62434918	23.41752936	24.28746888	24.2344459	23.10158221	24.70642952	23.20531433	22.41827027	24.5173313	23.64114788	24.21891692	23.07277352	22.61656382	24.69046649	24.01498609	23.13124075	24.1123374	24.58762296	24.69771481	24.45447068	24.36957468	24.38426837	24.39628441	24.35780393	24.4340593
C00300	29.40583328	31.72368189	32.9176257	31.82040379	31.97735523	31.63866389	31.73983617	30.7409338	31.85901556	32.02304141	30.32595969	31.33437281	29.78403427	30.34035133	33.29376579	30.81557703	31.34617196	30.56894294	30.19090328	32.19679889	31.26515341	30.75364757	31.81795454	31.41541438	31.94184267	32.86645514	32.67659374	32.76179405	33.27129716	33.41817463	33.23449404
C00791	33.2050083	32.01865368	31.62907479	31.73107832	31.91420039	31.93134321	31.92558479	31.54632442	32.42385826	31.6790655	31.35147368	31.70623019	30.8460701	30.65884812	32.01210569	32.1557893	31.99172203	31.39460206	32.16703196	31.92992367	32.01271657	31.37301316	31.89483741	31.67898299	29.19407353	30.10795366	30.14665209	29.86290611	30.00619319	30.03190153	29.81029946
C00063	14.54943695	21.48129871	17.58095519	20.15459617	21.19755915	17.96002334	16.05446632	17.46193111	15.97172307	16.5343507	18.35964422	14.22396149	9.965784285	9.965784285	9.965784285	19.85432216	18.58779747	18.62660066	17.49797607	9.965784285	17.04161184	16.94975517	14.75604514	9.965784285	19.84617533	18.73882291	20.17057327	20.23030662	9.965784285	9.965784285	9.965784285
C00491	22.61407417	9.965784285	18.77109846	14.31530505	19.87157034	21.67851942	9.965784285	21.52092582	22.38683313	22.9657119	20.70992624	17.13549768	23.36153171	22.4823305	21.43824889	20.80344505	21.15040398	20.77705493	21.78770595	22.19265814	19.15617047	19.48100994	19.7040487	24.92049124	20.71785498	17.54875684	16.27704817	17.23535536	16.90077978	15.90858997	14.29337048
C00475	22.88310359	26.45122522	25.46481008	26.1960346	25.48117283	26.39934732	26.71842571	24.96692022	25.76511213	27.33911242	24.25737806	23.44644806	25.39644613	24.21936163	22.46527928	24.72097449	24.89791731	24.57582375	24.59876444	26.16794563	26.89781687	24.04068077	26.93228174	26.22664633	25.11786015	25.93377629	26.22742774	26.37056429	28.49701223	28.57422316	28.965794
C00380	25.26846459	26.88024316	26.29377667	24.88901588	24.47456816	25.6259483	24.79323621	23.5318898	25.18758038	27.20208797	23.74228636	22.98073488	25.92386071	23.4727549	24.19266291	24.57891535	25.33310029	23.29651971	23.51640825	26.9354274	26.43850675	22.89615813	26.42983914	24.44540894	25.68090206	25.1452549	26.41426469	25.58776807	28.20161277	27.29000572	28.48498777
C05512	15.71652313	21.3811535	20.13501181	18.6918082	18.67430347	21.59122073	20.15302966	18.11856023	21.29596987	24.53289526	20.72749242	22.72273203	19.53257172	20.8310159	25.45387051	23.14585072	23.54270112	20.92129616	18.75660681	24.81478836	21.9983403	21.33442309	23.99959512	22.75371522	19.99939834	20.89204948	22.06312081	22.62946203	19.92276068	21.70764375	21.70094725
C00279	20.70532489	23.29035209	23.47920479	27.37607333	21.95473864	21.30976562	26.81172406	20.31393082	25.22479366	23.3348444	21.12510033	26.48920831	19.54793426	19.88188636	22.14329685	21.63110654	22.08483773	20.02277016	19.72001446	20.58293087	21.80444724	24.7555671	20.66041872	25.35451668	20.8480886	22.55875821	22.03065862	22.18084143	21.13757165	22.33845858	21.07033055
C00352	19.45955314	23.69247458	22.4029848	22.21344858	22.52446984	22.10424686	22.93763979	22.2198624	24.08041149	23.40333938	22.24862635	23.78919484	20.17204841	20.4168739	24.35389562	24.29648108	23.92599982	21.39593155	20.66583985	24.30287772	22.99781217	21.91963188	23.3889554	24.46672355	23.16640792	24.0813258	24.19932051	24.19533794	23.50164566	23.27365763	23.52087923
C05385	17.55781544	21.96286625	21.59624028	22.3260086	22.06075348	22.42758638	22.30664105	20.4213996	21.8976149	22.8050645	20.34335786	21.88105942	19.7964469	21.68587908	21.41495405	21.36089575	21.18476394	20.56328119	19.77972605	22.84631594	22.17322566	20.4429327	21.8860624	25.49859029	21.18897107	21.65930088	23.07472891	23.22627404	22.37734568	22.4436318	22.77031814
C00258	24.10882097	25.03196716	23.4122255	23.69727548	22.60250053	24.85083408	25.87336547	23.9114557	24.75119759	25.47628425	22.88555146	24.18843697	23.99392833	22.21525423	24.72394054	24.45202489	24.02286309	22.47271644	23.0060314	24.34022613	23.64403528	24.90421582	22.52610421	25.49024733	23.41463047	23.49332224	23.23352444	23.45377465	25.44119403	24.05517351	24.77562515
C00197	20.58586509	27.80883019	25.85573406	25.46499361	24.97610274	25.72782236	25.53603349	23.37812795	24.65102105	25.78935323	23.89159203	25.79550568	22.55959489	25.15239427	24.67130998	25.81805343	26.17150075	23.25122055	22.80545789	24.1645027	25.53533241	23.16302588	24.54862669	26.52206463	24.34891092	26.03175746	25.70636215	26.21665287	25.6986359	26.16957665	25.9436141
C00111	18.97601211	24.35563043	22.98494241	23.62629131	22.91875268	22.20129649	23.25653342	21.27545941	23.24579242	22.37529495	21.96318664	23.75073223	20.91222023	19.96613389	23.32452065	23.71701575	23.19124989	21.38027794	21.22799428	22.36235638	24.16304345	22.07089499	23.55996715	23.80230527	23.51465322	24.28182817	24.10531923	24.27999873	23.28155826	23.65144379	23.43132144
C00013	22.77003961	26.79015331	27.86451989	26.55908182	25.61412163	26.80316756	26.53544649	24.98083884	27.12014282	27.91860794	25.73204948	28.61378004	24.52299311	24.20435051	29.14453825	27.93426821	27.01875757	24.59659054	25.05199174	28.96446945	27.45428907	27.30118164	28.38976025	28.08651913	27.12768215	27.85241446	27.77671896	27.79806653	28.93114655	28.68061866	28.6579243
C06429	25.28786096	24.82276408	25.38218221	26.81508461	25.30183603	27.5290885	25.46691286	26.2339128	25.57876098	25.77772985	25.94095582	26.66428397	25.85187902	26.22410466	27.30554555	26.32520361	24.82362635	26.33074497	24.9107961	28.75335076	26.0721392	25.50638294	25.50146103	27.78162911	27.96479896	26.6741737	26.47456759	26.68940628	28.89649138	28.07862957	28.15745945
C02678	22.39388778	23.66864096	22.52624312	22.24495205	21.5063901	21.30089693	19.95459519	19.05259535	20.19648973	19.80530667	19.77635522	20.4744218	20.94025855	19.69114941	19.67414507	20.0469851	19.35949185	19.49642232	19.27882259	18.95489708	19.66177589	19.96346951	19.63568524	19.94482472	21.59524698	21.54332772	21.25826561	22.7759525	20.98198777	21.18261657	22.48804278
C01346	14.80993896	21.83335816	19.83789922	19.96722745	20.38566128	21.76959068	19.19542701	17.26175498	19.63346843	20.07853794	19.01176643	19.51486035	17.93378276	16.97954688	18.71239643	21.55357999	20.0656408	18.40027108	18.26608117	18.98529909	19.43214945	18.71900949	19.48134602	22.12651174	21.79277991	21.85076236	21.32531352	21.07122916	21.03334997	21.59610762	21.30948213
C00365	9.965784285	16.81361155	19.12395508	17.46067483	18.65807011	20.02972659	18.67799062	16.18348653	14.82167126	22.70654247	17.37756147	19.42115744	15.05798326	17.98053319	23.3280119	20.45357634	19.51231807	18.66590869	17.88007866	21.91968606	19.58557699	18.41350659	22.03707428	20.54603474	19.93964988	21.10449872	21.65400213	21.61537721	24.89828311	24.96586526	24.3187805
C16526	25.38559416	23.65797487	23.98670042	24.42955862	23.29067718	26.29783909	23.51968027	25.84084162	25.55526501	26.73138295	26.10555762	27.82873194	25.05828923	28.08755714	26.27934441	23.98808738	25.60187374	27.94193054	24.47694766	25.03506973	22.29296525	24.50917306	25.74564293	25.98456528	25.18531979	22.91918652	23.13545872	23.38904032	27.14759626	25.25654221	26.1177927
C00016	16.21256022	21.08330088	20.064326	20.34102183	19.57986516	20.16468175	19.80000074	17.73721803	20.17798079	19.02072812	18.66439918	19.8911072	15.03993003	17.61410897	20.4227297	21.13820191	20.18772471	17.66415039	18.59043047	19.35171375	19.84851206	19.77126139	20.52379246	20.76011874	19.12883624	19.41444751	19.92648539	19.69129939	19.15809105	19.5152164	19.37534199
C00122	24.19181778	26.67075208	27.38023818	27.11894476	26.84728685	26.50955998	26.88541479	25.39557024	26.97976756	27.35731072	26.28886416	27.32197916	24.65242536	25.74461155	27.29996925	27.13685397	27.11318149	25.84631723	25.63839341	27.01687388	26.80017383	26.43321645	27.5589624	27.95745254	26.75154852	27.76763488	28.04493448	28.07372903	27.49893197	27.73133166	27.49349757
C00092	23.85247985	29.19280127	27.64599555	28.08120353	28.04788376	27.93706559	27.08399729	26.06382153	28.52293223	27.84892255	26.99776689	27.89566546	24.45776404	25.31695405	28.19030168	27.31936917	27.9762755	25.7151816	25.54749214	26.83094724	27.61851517	25.96049826	27.03380178	31.22864463	27.24957525	28.90369339	28.31718673	28.65349486	27.6092787	28.52823832	27.62747817
C05401	21.35579498	18.86304643	19.48138687	18.93719935	19.72246712	20.54658059	23.49644543	18.19249423	18.62534523	19.78729596	18.65957986	20.31115336	22.18616299	19.51434778	20.04870005	23.02798488	20.15813708	18.61552544	19.16568576	19.50231752	19.08158157	19.72280836	21.43722103	20.54598686	21.29447131	21.68881766	21.47021214	21.31805711	21.96048706	21.42245166	21.47204358
C03740	20.66574909	26.74384663	25.59022144	23.89441705	24.59886916	25.50807651	24.9515307	20.27225259	26.76957471	22.6555802	21.28068019	25.34879351	17.53386683	18.17510949	25.00404613	24.39120215	24.36963199	19.95305525	20.52373463	24.64123224	25.57344041	22.61028848	24.23363183	23.62694209	24.16096599	25.27972254	25.19576412	24.282813	22.01911666	23.25413685	23.45135882
C00035	18.84871599	23.77646883	23.58544046	23.36235056	23.42787477	23.14689046	21.71781134	21.0601323	22.08924521	24.18201114	22.10992776	22.52398096	19.41326516	18.0383355	23.95435655	24.85688607	23.05389567	22.84532059	21.81049246	23.73608278	22.58073678	23.01652097	24.63226184	22.3263882	24.21693583	24.84969955	24.88843245	24.83603873	25.41172714	25.71869297	25.58974866
C00096	17.73839513	23.16116172	22.51222481	21.76317677	22.74915063	22.73058202	20.64477192	19.120494	23.21685523	22.93773263	20.99972506	22.87917186	18.78741717	18.09995657	24.47466227	23.41028266	22.13001687	21.37145642	20.6645597	23.71053147	22.25028922	21.71175955	23.81442945	22.14118261	23.08258879	23.59605443	23.45599089	23.44074609	22.92215621	22.87245036	22.45518175
C00051	22.66694869	30.08913541	29.82674929	28.97637577	29.59864084	27.35972234	28.54551387	22.55754346	22.84716375	29.48968194	23.44156432	30.31204303	24.1365445	26.4270518	30.63168469	27.21664422	29.23771257	25.74494303	23.76995651	30.93483324	27.65699601	27.43908337	30.30860426	27.37883369	30.13277779	31.427664	31.42785526	31.35430879	30.33589832	30.21931463	27.37582142
C00093	23.72660279	27.2416039	26.92310951	27.81112477	28.45426465	27.31161652	26.74527593	26.46725009	27.00823202	27.52907994	27.58275018	27.99163662	26.35784457	27.27765096	27.96744319	27.39066866	27.3543165	26.63071098	25.91153408	29.90244974	27.98022551	26.95115549	28.52315184	27.90894249	27.82525667	28.43448312	28.31724453	28.37124329	27.57787768	26.5562755	27.02499806
C00037	24.64643465	26.53917346	27.12236795	26.1041508	25.81449719	25.89503041	25.6952548	24.84260726	24.99605723	25.59365206	24.71134842	25.45058812	24.07953831	24.75949785	25.79925956	25.20939832	25.8708423	24.21775799	24.97849004	26.09637772	25.45225526	25.11629161	25.67530635	26.45673947	25.54007048	26.02196648	26.00432651	25.88058581	25.30750461	25.4198839	25.30163061
C00719	30.76913379	31.43835895	31.73253112	30.84298505	31.03667877	31.52224585	31.70480254	30.7335248	31.30850083	31.31595964	31.39090599	32.10362686	30.03047603	30.50169314	32.87834384	32.11834363	31.62166372	31.16622575	30.9271069	32.33556706	31.79481067	31.13884003	31.32381838	31.74835927	32.13700317	32.51933536	32.16041322	31.99003477	32.58568637	32.46858509	32.28060189
C00144	20.82244906	24.90771949	26.68360629	24.54644592	24.19939138	24.88058937	24.04066016	21.61101041	24.23760188	27.24509341	24.36070193	25.8153203	22.14019193	22.70124872	28.31541625	25.7260423	24.80166463	24.11969552	23.9308695	28.10059203	24.6212377	25.86038571	27.65395109	25.67830072	26.1577592	26.81756986	26.49007336	26.14141725	28.06472324	27.65007683	27.23093817
C00127	22.88248389	26.83747049	27.29473598	25.77010719	26.30018631	26.67699847	26.41827299	26.00386727	26.10818434	25.06117381	27.00216626	26.53001043	23.6831565	24.3745809	25.71984571	28.0635244	26.98506656	26.03661243	26.05467058	25.9251727	27.27737034	26.25046273	27.13860578	23.76984413	26.5886689	26.15708083	26.62857897	26.67643819	26.73863895	26.75467232	28.2017352
C00044	15.56983333	21.62157403	18.90009545	20.78897625	21.38573161	19.73887114	18.65768507	20.14536725	20.45892347	19.56023632	20.86729421	19.10797391	13.93564179	14.21496382	17.64700035	21.4920688	20.52157319	20.27648805	19.95512853	18.64880799	19.5811392	18.92149107	19.68839031	17.26965609	20.96854666	19.62497828	20.13782546	20.36682975	9.965784285	9.965784285	15.78982277
C00242	18.1487775	21.91889549	20.70497959	20.28631362	20.58829917	21.17298792	21.1806107	19.28442282	22.07557861	21.27116529	20.79410531	22.81684797	20.36207602	18.75990611	23.12250644	22.01308309	22.40108018	19.82991562	19.87134981	23.34701453	23.03602766	20.09331933	22.36601937	21.36722244	22.33121694	22.67831601	22.66822645	22.28290687	24.3850199	23.86743681	24.26289779
C00387	24.08991261	27.40789377	28.21806114	27.80079611	26.66049742	27.94519299	27.8676458	25.53900746	28.7379905	28.95805153	26.78065932	30.05972904	26.94154332	27.2898346	29.29213732	29.08326078	27.97292511	26.21790821	25.8218913	28.07662268	28.45759659	26.98865627	28.38737876	29.10140626	25.79368528	25.56514484	24.3802733	26.16608771	23.97579326	25.28379719	25.81328811
C00800	26.64638348	26.98437533	26.15834532	25.42944819	25.47168073	26.07252971	24.97210309	24.17823611	26.16748874	28.56949475	25.42588226	26.78205278	24.2541783	25.37831589	26.02279619	26.50560543	25.92546976	25.59090896	25.15979393	27.9427441	25.88522973	25.72658215	25.8798022	26.75535387	28.1577126	29.52415537	29.60563498	29.41774606	27.86452565	27.33180829	26.74882812
C19615	21.98846287	23.26667935	22.38050577	22.08422575	21.46671878	21.12084012	20.73095347	20.79513234	20.46975717	22.0165328	20.45332138	21.00029968	27.76886533	21.87708941	19.88901233	24.05158514	20.50619831	21.39350626	20.90069098	19.72412448	21.37330427	21.30353371	22.17081455	25.0823914	21.37310396	21.24705926	21.38444054	22.62336874	20.34642433	20.75195106	21.89794234
C00519	18.99762246	22.19102578	20.73986652	21.12705648	21.96917598	21.66987911	19.74421143	18.81851156	9.965784285	23.75092789	13.47429458	21.53167989	9.965784285	17.61152147	23.02921517	15.6988618	20.28904436	19.9856266	12.4804772	21.63482874	17.3395027	13.92468142	19.05113605	22.4658698	24.28080904	25.24686682	25.10701266	25.34457204	23.69476586	23.62234096	23.96685329
C00262	26.54273938	31.23238009	30.62913992	29.50197792	29.13367216	30.38142153	30.49864203	28.98193689	31.30722789	31.14887696	30.01912847	32.16954106	28.1887035	29.41319875	32.49503462	31.53829746	31.48288472	28.12927199	28.29987475	32.48195713	30.86720742	29.04403484	31.37356812	32.90892524	28.14156991	29.45706566	29.83926972	30.81571997	29.46548342	30.08334802	29.81553721
C00130	20.55818656	25.00664685	25.01716599	24.65915681	25.33097488	24.50787952	25.56338735	23.66273424	23.0426924	25.63364261	25.52242266	23.52600998	21.98733514	21.2697366	27.2700323	27.60440663	24.80817247	23.08035678	23.66807318	24.97842707	24.91755081	25.44439708	26.46800804	26.11037701	24.64600427	26.75905278	25.18395454	25.22591127	24.31194983	24.86344869	24.77672785
C00294	27.61812582	29.98873814	31.37433511	31.0504696	29.73788465	31.01817827	31.23407828	28.64271881	31.23273049	31.95622257	29.95876139	31.93893522	29.85831026	30.61178242	32.61942107	31.75483924	30.33469707	29.34950501	29.10023125	31.52441499	31.019145	30.51759754	31.54999433	31.77415106	28.97948022	29.54022703	28.27377047	29.80872507	27.7064779	28.57066591	28.23463839
C00490	23.71350041	26.1721537	24.30954303	24.85774053	25.19682589	24.54775044	23.86205164	23.23462239	29.49632549	25.72512538	24.46747225	25.83290401	24.87938372	22.81799058	27.95714803	25.59980937	25.5212762	25.30502227	24.48943952	26.26106537	25.65674374	25.43634626	26.63800448	25.64380567	25.76231719	26.23502987	26.08305961	25.99090398	26.00078837	26.05774261	26.07319897
C05938	27.77584259	31.18304504	30.7200026	30.08683992	30.84407794	30.51669481	30.53892	29.05847464	30.91760152	31.41749335	30.38569805	31.55920749	28.82962739	29.04541825	32.34894532	31.8785787	31.46645862	29.59359823	29.92426616	32.31009612	31.51065016	30.79081573	31.33637205	31.99131141	31.05072458	31.87613588	32.03049	31.99260164	31.43643446	31.34318674	31.02451334
C00186	32.36176398	35.2808526	34.8531468	34.22306786	34.29561981	34.72806181	34.54891303	33.30272848	35.07558157	34.66768151	34.03417335	35.59529795	32.01696725	32.54411491	35.52563987	34.63919505	35.27815125	33.18543292	33.35340561	35.22083946	35.36342568	33.85518117	34.89410316	34.5014498	35.08076587	35.60947298	35.48231762	35.655497	35.04954832	35.18009796	35.14825609
C00041	26.44756056	27.72278396	27.95544625	27.38731779	27.44532918	27.40972319	27.52401274	26.91772881	27.9295075	27.7419628	26.63675899	27.47395005	26.53434674	26.18470047	28.46740614	27.05501141	27.75667796	26.51675198	26.62903954	28.12728544	28.02005313	26.82276556	27.74097014	27.42021202	27.70977341	28.1669444	28.43337973	28.27680225	28.60198458	28.49458679	28.42441832
C00152	25.16348748	26.40400749	26.30611397	25.81341272	25.71600842	26.2833134	26.25431591	25.59537635	26.74664826	26.55884631	25.72814034	27.03944633	25.21600125	24.91361125	27.03982006	26.34424093	26.68043596	25.15151812	25.42788133	27.11651465	26.74686936	25.98499377	26.58573184	26.9812346	26.44692472	26.12435844	26.18619273	26.16351511	25.84492077	25.76942854	25.63082361
C02679	27.1329286	28.78977092	26.9516185	26.68892936	26.76589793	26.25285722	26.34900989	27.40053097	26.42407046	26.53241696	26.27072172	26.86944537	27.97310672	25.94383255	25.50889374	27.50887396	26.43994572	26.61355949	26.04811534	25.65401098	25.66939804	26.71723034	27.00843598	26.15509926	27.55009672	26.02434467	25.58360537	26.25341493	26.04183877	25.97225882	26.85189703
C02291	15.96790637	16.21256324	9.965784285	9.965784285	14.72474661	9.965784285	9.965784285	16.11831858	25.17318365	26.87419307	20.8797095	21.37492357	18.69477402	19.43738845	21.24503589	16.50739225	22.22905818	18.25612385	18.14889587	21.39634872	23.57153626	15.74495561	23.51649308	19.57823269	22.17937989	24.34871348	25.69543367	25.40749201	23.4654694	22.9593501	21.66313733
C00506	20.26305306	19.92071489	20.3078842	18.46693258	19.66489504	21.75548759	20.12202282	20.37847046	22.36625639	21.35699446	21.97521989	20.17078574	21.29581755	22.64069423	22.39192631	22.3759591	21.71673259	20.32724889	20.95479438	21.58740634	21.38245049	20.17845339	22.02915217	22.04459145	21.65127217	19.87850513	20.13244379	19.97607736	20.69894803	19.77498539	18.92881644
C00097	12.56933823	18.01044846	20.25805891	17.31791141	22.30615066	18.65192732	9.965784285	9.965784285	9.965784285	23.73784824	14.03494035	20.02252107	16.04707107	19.25064987	25.51367176	20.57370379	22.29645303	15.60689657	14.09351	24.23533084	18.8669458	16.37480834	21.73843179	25.33779503	22.56324869	22.6925939	22.43737523	22.34920175	22.35819074	22.70449256	9.965784285
C01419	14.99730291	24.14725554	23.88898998	23.0714621	23.76278474	21.52776602	22.64112188	9.965784285	14.82783172	23.78636334	16.14801919	24.46807331	16.76356005	20.56582203	24.86415251	21.20160249	23.38716457	19.60355517	14.78461184	25.16237127	21.80383714	21.721669	24.55481326	21.50048912	24.36167073	25.63408346	25.64572431	25.56097764	24.52719476	24.36489723	21.42830327
C02045	25.43158437	23.20597097	23.94841693	24.09980922	24.06024381	24.36176118	23.00482509	23.76334581	24.04196292	21.70528251	22.48546283	20.66562714	24.41502203	24.24979201	20.57890453	23.55361729	20.63749105	24.20138559	24.76326173	20.58558915	20.59982084	24.87935113	21.1432155	23.90217349	20.69007291	21.62608134	22.13747167	21.64561355	20.26031265	21.13637825	20.16307224
C02985	16.85690642	21.94409174	19.62206763	19.9611557	20.97774491	20.68303585	22.41957516	20.14666156	20.80415235	21.72451096	22.0091547	24.89600443	19.93143105	19.17668239	25.96354145	23.8401382	23.86964033	20.88360021	19.37238887	23.63651381	23.89632031	21.38222594	24.38565102	22.58254987	23.79657949	23.82929133	22.7711786	22.9427174	23.60066558	22.85062979	23.56794025
C01019	23.09816567	20.58019534	19.36789839	20.62883689	20.07580822	20.44643356	20.0584164	19.4717231	21.03387605	19.38073354	25.45128849	20.74382943	21.20675771	20.20034331	20.45923213	20.53328073	20.68122795	20.1407587	21.15619955	21.22285301	19.64940815	20.06398711	20.75160448	22.23874644	20.3660642	20.25404674	20.27265134	20.06092718	19.814154	20.05057078	20.29764988
C00025	27.72456695	31.15018517	30.69172572	30.0443092	30.80717203	30.48719058	30.4927858	29.01936602	30.89072746	31.37768745	30.34343592	31.52473697	28.79887337	28.99229145	32.3109257	31.84870392	31.43728876	29.55588269	29.88979793	32.25654357	31.48135641	30.76142144	31.29414849	31.9636346	31.02365494	31.83968374	31.99846947	31.95933094	31.40130863	31.30731255	30.99846831
C00064	29.20115999	30.92393101	30.99313333	30.17117772	30.30393087	30.47858594	29.96959669	29.54244284	30.54759248	30.4241625	29.46806853	30.07679835	29.41092324	29.12487914	29.91552487	30.35404908	29.44439183	29.57575293	29.4932773	30.15289929	29.63192325	30.27448653	30.16298708	30.46588991	28.38064153	28.28832808	28.52702586	28.15208788	28.03112713	28.69535096	28.47143247
C00521	20.51636647	20.1388544	20.40449764	20.63119951	20.17751388	20.02005888	20.4669819	19.99780649	20.16118687	20.1822154	20.22306569	20.65075335	22.57294352	19.91738176	20.48674463	20.93142042	20.30786163	20.64772849	20.344248	19.99796323	20.43172635	20.25908706	19.32322237	21.41135177	20.12542404	20.23871798	20.16600917	20.48717973	20.17540361	20.09691568	20.95475032
C01595	29.68311221	28.75748754	29.74082669	30.43594286	29.00099325	31.13973123	29.21229642	32.04949055	29.56178756	31.26011452	31.7054876	32.14720535	30.61180194	32.00988204	30.78907093	30.9858682	29.32809235	32.32771889	30.41716056	30.4236472	28.5213878	30.67384481	30.52796949	30.92826745	29.7803633	28.61962126	28.62589155	28.52229614	30.55514143	29.78404092	29.9008508
C00407	29.59274342	31.71611457	31.2829811	30.56957224	30.87797378	31.366384	30.98154146	30.02984321	31.82745478	31.41550287	30.50730952	32.16119881	29.91713712	29.37497435	32.36911238	31.17872523	31.62976374	29.85542806	30.2373884	32.33184725	31.58481566	30.65907701	31.56628807	31.738898	31.94367152	32.05395143	31.95071208	31.86420171	31.44160846	31.46725708	31.53238375
C00328	22.14666382	26.12339114	24.11028161	22.63681582	24.13489883	24.96680287	23.95158648	23.7510226	26.12171086	24.9138615	24.73507335	28.19529447	22.80083548	22.31460309	28.48870461	27.10740518	25.6297724	24.12464735	23.71744331	26.30144172	27.7932697	23.65631669	24.68703937	27.16713334	27.39015994	27.08501963	26.93626493	26.77791744	22.37761356	22.39381017	22.19630224
C00073	24.52737053	27.85048269	26.93834471	26.36324847	26.56337084	27.18939968	27.01435458	25.98028042	26.7074856	27.38489852	26.05224545	28.01843956	25.25158771	25.43916808	28.05664489	26.60442174	27.29641968	25.44336753	25.85718867	27.93431161	27.35938448	26.06712391	27.35934011	28.12985366	28.41301645	28.42079053	29.23646619	28.73547399	28.27361082	28.17342959	28.11378232
C02990	25.93872417	28.58113592	27.54299207	28.59646423	29.06933519	28.36692089	27.49449671	26.78256405	29.36674772	28.76311084	28.15103644	28.46120763	23.53429255	25.70319987	28.86849557	28.21706957	29.10248447	28.2120378	27.41302557	28.77495459	28.54817765	29.46692624	28.55979152	27.41738253	29.56495567	28.98242085	27.92926253	28.23997966	28.96188255	28.13992481	28.48779793
C00079	28.31451986	30.78675364	29.9778174	29.40644546	29.56347487	30.61313284	29.87362418	29.11847952	30.90934878	30.28932604	29.23408086	30.89980946	28.7553537	28.43083064	31.22696623	30.08394015	30.52978895	28.73829078	28.96249737	31.08542563	30.49245132	29.27490948	30.41495201	30.85188496	30.96129738	30.90124686	30.97675803	30.76881797	30.65630264	30.6366826	30.51146921
C00148	29.5968285	31.06028097	30.18964562	29.96794848	29.91365257	30.21423782	30.09334046	29.39075057	31.28100238	30.49460612	29.29622345	31.45785332	28.80370528	28.56032123	30.97558737	30.2274665	30.71861361	29.18588088	29.78975799	30.8535047	30.92282398	29.65366565	31.34601476	30.34716032	31.22459234	31.37483166	31.65505387	31.58326198	31.77751243	31.88343514	31.8130314
C00065	24.8335683	26.01975641	26.26744647	26.06392518	25.61601962	25.62716924	26.17816314	25.26630433	26.14431393	25.95165297	25.24104959	26.52912664	25.6348638	25.42045672	26.68768496	25.52634619	26.35898801	24.6396937	25.14704524	25.88157515	26.19794786	25.78599684	26.01912116	26.84073307	26.2820339	26.36234131	26.45013421	26.30913879	25.88666138	25.75749935	25.7625728
C00188	25.20294964	27.32438902	27.12910677	27.12461725	26.52240001	27.1587753	27.56833569	26.30103338	27.25981731	27.51023792	26.2143673	27.45525302	26.17267109	26.2444286	27.40221707	26.68004247	26.97308818	25.7561023	26.3906823	26.76676192	27.25918447	26.60813232	27.22432195	26.9415397	27.59395471	27.16730317	27.58746609	27.31371606	27.74395276	27.6174405	27.59267178
C00078	25.12643806	29.72199757	28.82180399	28.11282179	28.63868217	29.05306369	28.58328921	28.18815608	29.37778946	29.15718939	27.84142914	28.66093007	28.21032195	26.73254545	29.19425458	28.34514076	28.98314562	27.56281496	28.03953917	29.65373835	28.2137274	28.21790917	28.94662299	28.85657811	29.62031559	29.46471732	29.50404506	29.59646499	29.82104207	29.60050693	29.59654542
C00082	25.582111	28.51142584	27.82673076	26.89176154	27.32086195	28.21545126	27.36583551	27.11680893	28.09485461	28.06272257	26.94731822	28.50476751	27.02981466	26.25588117	28.26979068	27.39328119	28.04433919	26.88852121	26.49660475	28.41106714	27.8263336	26.94839121	27.85854701	28.31797805	28.34723639	28.24635848	28.12318567	28.09442575	28.12764467	28.11967239	28.13674277
C05411	28.10725719	26.26209402	25.8233428	26.29997553	27.22444483	25.72227254	25.76541761	25.35195344	26.06370126	26.79859191	25.38527019	26.61274773	25.10191357	24.40131406	26.87987515	26.1032917	25.35757939	24.98184972	25.34543301	26.47024946	25.01147487	27.08628037	25.82794546	27.27814474	25.67460528	26.32654258	26.10079195	26.0399	26.47007657	26.76584758	26.97498116
C00047	26.14878571	29.21120071	29.24180537	27.75601255	27.51137636	28.31414158	27.98844538	26.97306699	28.82116303	28.59352283	26.67002667	29.02418774	26.80718791	26.02722011	29.58489997	28.10593944	28.23804158	26.32948389	26.96799722	29.0072459	28.30661168	27.37152449	28.675557	29.06302083	29.56197788	29.52094605	29.84366292	29.57461444	29.17117674	29.24280941	29.41416034
