type	name	kegg_pathwayid	kegg_pathwayname	kegg_category
gene	CRPPA	hsa00040	Pentose and glucuronate interconversions	Carbohydrate metabolism
gene	MPI	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PMM2	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PMM1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	GMPPB	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	GMPPA	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	GMDS	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	GFUS	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	FPGT	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	FCSK	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	ENOSF1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	HK3	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	HK1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	HK2	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	HKDC1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKM	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKP	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKL	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	FBP1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	FBP2	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKFB1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKFB2	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKFB3	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	PFKFB4	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	TIGAR	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	KHK	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	SORD	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	AKR1B1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	AKR1B10	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	ALDOC	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	ALDOA	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	ALDOB	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	TPI1	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	TKFC	hsa00051	Fructose and mannose metabolism	Carbohydrate metabolism
gene	GALM	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GALK1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GALT	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GALE	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	UGP2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	PGM1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	PGM2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	HK3	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	HK1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	HK2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	HKDC1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GCK	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	G6PC1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	G6PC2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	G6PC3	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GLB1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	LCT	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	LALBA	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	B4GALT1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	B4GALT2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GLA	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	AKR1B1	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	AKR1B10	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	PFKM	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	PFKP	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	PFKL	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	MGAM	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	MGAM2	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GAA	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	GANC	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	SI	hsa00052	Galactose metabolism	Carbohydrate metabolism
gene	UGDH	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2A1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2A3	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B17	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B11	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B28	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A6	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A4	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A3	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B10	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A9	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B7	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A10	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A8	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A5	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B15	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT1A7	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2B4	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	UGT2A2	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	GUSB	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	KL	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	MIOX	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	AKR1A1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	RGN	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	ALDH2	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	ALDH3A2	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	ALDH1B1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	ALDH7A1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	ALDH9A1	hsa00053	Ascorbate and aldarate metabolism	Carbohydrate metabolism
gene	MGAM	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	MGAM2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GAA	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GANC	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	SI	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	UGP2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	ENPP1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	ENPP3	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GBA3	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GYS2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GYS1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GYG1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GYG2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GBE1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PYGL	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PYGM	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PYGB	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AGL	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AMY1C	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AMY2A	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AMY1A	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AMY2B	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	AMY1B	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	TREH	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PGM1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PGM2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	HK3	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	HK1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	HK2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	HKDC1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GCK	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	G6PC1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	G6PC2	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	G6PC3	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	PGM2L1	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	GPI	hsa00500	Starch and sucrose metabolism	Carbohydrate metabolism
gene	CHIA	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CHIT1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HEXA	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HEXB	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	NAGK	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	AMDHD2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GNPDA1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GNPDA2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HK3	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HK1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HK2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	HKDC1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GFPT2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GFPT1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GNPNAT1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	PGM3	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GALK2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	UAP1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	UAP1L1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GNE	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	RENBP	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	NANS	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	NANP	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	NPL	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CMAS	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CYB5R1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CYB5R3	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CYB5R2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CYB5RL	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	CYB5R4	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	UXS1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GCK	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	PGM1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	PGM2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	UGP2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	UGDH	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GALK1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GALT	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GALE	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GPI	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	MPI	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	PMM2	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	PMM1	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GMPPB	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GMPPA	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GMDS	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	GFUS	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	FCSK	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	FPGT	hsa00520	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
gene	ACSS1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACSS2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PDHA2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PDHA1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PDHB	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	DLAT	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	DLD	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH1A	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH1B	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH1C	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH7	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH4	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH6	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ADH5	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	AKR1A1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PKM	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PKLR	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACACA	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACACB	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACYP2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACYP1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ALDH2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ALDH3A2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ALDH1B1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ALDH7A1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ALDH9A1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACOT12	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHAL6A	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHAL6B	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHA	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHB	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHC	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	LDHD	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	GLO1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	HAGH	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	GRHPR	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ME2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ME3	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ME1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PC	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	MDH1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	MDH2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	FH	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PCK1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	PCK2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACAT2	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACAT1	hsa00620	Pyruvate metabolism	Carbohydrate metabolism
gene	ACSS1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACSS2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	MDH1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	MDH2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	CS	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACO2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACO1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACAT2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACAT1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	MCEE	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	PCCA	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	PCCB	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	MMUT	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	HAO2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	HAO1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	CAT	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	GRHPR	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	PGP	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	AGXT	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	GLUL	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	SHMT2	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	SHMT1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	GLDC	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	AMT	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	DLD	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	GCSH	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	HYI	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	GLYCTK	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	HOGA1	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	AFMID	hsa00630	Glyoxylate and dicarboxylate metabolism	Carbohydrate metabolism
gene	ACSS1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACSS2	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACSS3	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	BCKDHA	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	BCKDHB	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	DBT	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	DLD	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACADS	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACOX3	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACOX1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	HADHA	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	EHHADH	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ECHS1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	HIBCH	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACACA	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACACB	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	MLYCD	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ABAT	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	PCCA	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	PCCB	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ECHDC1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	MCEE	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	MMUT	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	SUCLG1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	SUCLG2	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	SUCLA2	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ALDH6A1	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	LDHAL6A	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	LDHAL6B	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	LDHA	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	LDHB	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	LDHC	hsa00640	Propanoate metabolism	Carbohydrate metabolism
gene	ACAT2	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACAT1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HADH	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HADHA	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	EHHADH	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ECHS1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACADS	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM2A	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM4	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM5	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM3	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM2B	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ACSM6	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	L2HGDH	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	GAD1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	GAD2	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ABAT	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	ALDH5A1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HMGCS1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HMGCS2	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HMGCL	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	HMGCLL1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	OXCT1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	OXCT2	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	AACS	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	BDH1	hsa00650	Butanoate metabolism	Carbohydrate metabolism
gene	PIK3C3	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTM1	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR1	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR2	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR3	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR4	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR8	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR6	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR7	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	MTMR14	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PI4KA	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PI4KB	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PI4K2A	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PI4K2B	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	SACM1L	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	INPP5F	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIP5K1C	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIP5K1A	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIP5K1B	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIP5KL1	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	OCRL	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	INPP5B	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	INPP5E	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	SYNJ1	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	SYNJ2	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIK3CA	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIK3CD	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIK3CB	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PIK3CG	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
gene	PTEN	hsa00562	Inositol phosphate metabolism	Carbohydrate metabolism
